long,lat,parkname
-79.046173,43.133179,Devils Hole State Park - Robert Moses Pkwy; Niagara Falls
-77.274086,42.877388,Canandaigua Lake State Marine Park - 620 S Main St; Canadaigua
-78.052498,42.683571,Silver Lake State Park - 4229 W Lake Rd; Castile
-78.05117,42.570148,Letchworth State Park - 1 Letchworth State Park; Castile
-77.696533,42.526417,Stony Brook State Park - 10820 Rte 36 S; Dansville
-76.963539,42.875587,Seneca Lake State Park - 1 Lakefront Dr; Geneva
-77.9467549,43.355236,Hamlin Beach State Park - 1 Hamlin Beach Blvd W; Hamlin
-77.501648,42.72554,Honeoye Lake Boat Launch State Park - 6150 East Lake Rd; Honeoye
-77.130287,42.59058,Keuka Lake State Park - 3560 Pepper Rd; Bluff Point
-77.86111,42.77611,Boyd-Parker State Park - Leicester
-75.12817,42.57272,Genesee Valley Greenway State Park - 1 Letchworth State Park; Castile
-76.863625,42.675896,Bonavista State Park Golf Course - 7194 CR 132; Ovid
-76.891724,42.729141,Sampson State Park - 6096 Rte 96A; Romulus
-77.524323,42.69231,Harriet Hollister Spencer State Recreation Area - 6775 Canadice Hill Rd; Springwater
-78.234718,43.364658,Lakeside Beach State Park - Rte 18; Waterport
-78.195816,43.368237,Oak Orchard State Marine Park - NY Rte 18; Carlton
-76.922516,43.280018,Chimney Bluffs State Park - 7700 Garner Rd; Wolcott
-77.70999,43.30028,Braddock Bay State Park - 199 E Manitou Rd; Rochester
-77.5373,43.234234,Irondequoit Bay State Marine Park - Culver Rd or Rte 590 N; Irondequoit
-79.40699,42.178242,Long Point State Park on Lake Chautauqua - 4459 Rte 430; Bemus Point
-79.42128,42.202278,Midway State Park - 4859 Rte 430; Bemus Point
-79.428612,42.420944,Lake Erie State Park - 5838 Rte 5; Brocton
-78.489609,42.354136,Bear Creek State Forest - Franklinville
-78.84383311,42.03899033,Allegany State Park>Quaker Area- 2373 ASP Rte 1; Salamanca
-78.74452743,42.10286565,Allegany State Park>Red House Area- 2373 ASP Rte 1; Salamanca
-79.594825,42.341104,Barcelona Lighthouse Portland Harbor - 8230 E Lake Rd; Westfield
-77.216187,42.090595,Pinnacle State Park - 1904 Pinnacle Rd;Addison
-77.848603,42.517621,Rattlesnake Hill Wildlife Management Area - Dalton
-76.82666,42.205967,Mark Twain State Park - 201 Middle Rd; Horseheads
-76.512681,42.458818,Allan H. Treman State Marine Park - 805 Taughannock Blvd; Ithaca
-76.54808,42.402649,Robert H. Treman State Park - 105 Enfield Falls Rd; Ithaca
-76.5234,42.4177,Buttermilk Falls State Park - 112 E. Buttermilk Falls Rd>Off Rt. 13 S); Ithaca
-76.875214,42.618793,Lodi Point State Park - Lower Lake Rd; Lodi
-76.616402,42.533184,Black Diamond Trail - 1740 Taughannock Blvd; Trumansburg
-76.616402,42.533184,Taughannock Falls State Park - 1740 Taughannock Blvd; Trumansburg
-76.871078,42.375896,Watkins Glen State Park - 1009 N Franklin St; Watkins Glen
-71.73639,43.59861,Sugar Hill State Forest - 3361 Tower Hill Rd; Watkins Glen
-76.553877,42.025192,Two Rivers State Park Recreation Area - Banzhoff Rd; Waverly
-76.746971,42.050869,Newtown Battlefield State Park - 2346 CR 60; Elmira
-83.063739,40.397038,Delaware State Park - 5202 US Rte 23 N; Delaware
-82.97306,40.19167,Alum Creek State Park - 3615 S Old State Rd; Delaware
-82.525388,39.906683,Buckeye Lake State Park - 2905 Liebs Island Rd; Millersport
-82.22917,40.04556,Black Hand State Nature Preserve - Heath
-82.217962,40.056001,Blackhand Gorge State Nature Preserve - 2200 Gratiot Rd SE; Newark
-83.79555,40.05944,Cedar Bog State Nature Preserve - Urbana Township
-82.877984,39.626852,A.W. Marion State Park - 7317 Warner Huffer Rd; Circleville
-82.70222,39.74028,Rock Mill Dam State Wildlife Area - Mt Zion Rd NW; Lancaster
-82.745936,39.383034,Tar Hollow State Park - 16396 Tar Hollow Rd; Laurelville
-82.54167,39.43333,Hocking State Forest - 20668 OH-664 Scenic; Logan
-82.57917,39.45056,Hocking Hills State Park - 20160 SR 664; Logan
-82.46306,39.53499,Lake Logan State Park - 20160 St. Rt. 664; Logan
-83.37389,39.86916,Madison Lake State Park - 20635 Waterloo Rd; Mt. Sterling
-83.247335,39.643262,Deer Creek State Park - 20635 State Park Rd 20; Mt. Sterling
-83.86611,40.48082,Indian Lake State Park - 12774 SR 235 N; Lakeview
-82.812469,40.547694,Mt. Gilead State Park - 4119 SR 95; Mt. Gilead
-83.88472,40.46582,Indian Lake State Wildlife Area - 539 Washington Ave; Russells Point
-82.813316,41.716309,North Bass Island State Park - Put-In-Bay Township
-82.82167,41.55778,East Harbor State Park Marina - Lakeside
-82.8565,41.5739,Marblehead Lighthouse State Park - 110 Lighthouse Dr; Marblehead
-82.81,41.5475,East Harbor State Park - 1169 N Buck Rd; Lakeside
-82.810457,41.671325,Middle Bass Island State Park - 1719 Fox Rd; Middle Bass Island
-83.1611,41.62111,Crane Creek State Park - 13531 W SR 2; Oak Harbor
-82.85722,41.575,Catawba Island State Park - 4049 E Moores Dock Rd; Port Clinton
-82.70528,41.61417,Kelleys Island State Park - 4049 E Moores Dock Rd; Port Clinton
-82.825972,41.65647,Oak Point State Park - Bayview Ave; Put-in-Bay
-82.83806,41.64361,South Bass Island State Park - 1523 Catawba Ave; Put-In-Bay
-84.43427,41.345793,Oxbow Lake State Wildlife Area - Defiance
-84.2825,41.29388,Independence Dam State Park - 26246 Harrison Lake Rd; Fayette
-84.371671,41.640776,Harrison Lake State Park - 26246 Harrison Lake Rd; Fayette
-83.89944,41.46861,Maumee State Forest - U-480 CR 2; Liberty Center
-83.883428,41.41192,Mary Jane Thurston State Park - 1466 SR 65; McClure
-83.62639,41.57278,Fort Miamis State Memorial - 4010 Michigan Ave; Maumee
-83.65056,41.55167,Fort Meigs State Memorial - 29100 W River Rd; Perrysburg
-83.37917,41.68389,Maumee Bay State Park - 1400 State Park Rd; Oregon
-82.00833,40.05693,Powelson State Wildlife Area - 500 Ellis Dam Rd; Zanesville
-81.720528,39.537623,Muskingum River State Park - 1390 Ellis Dam Rd; Zanesville
-81.01443,40.04278,Belmont Lake State Reserve - Belmont County
-81.0331,40.0469,Barkcamp State Park - 65330 Barkcamp Rd; Belmont
-81.85861,39.84111,Blue Rock State Forest - 7350 Cutler Lake Rd; Blue Rock
-81.8475,39.81639,Blue Rock State Park - 7924 Cutler Lake Rd; Blue Rock
-81.53917,39.79249,Wolf Run State Park - 16170 Wolf Run Rd; Caldwell
-81.904244,39.443694,Gifford State Forest - Township Hwy 546; Chesterhill
-81.5125,40.1375,Salt Fork State Park and State Wildlife Area - R-4; Kimbolton
-81.494797,40.117128,Salt Fork State Park - 14755 Cadiz Rd; Lore City
-82.12778,39.80556,Avondale State Wildlife Area - Roseville
-82.20833,39.76944,Perry State Forest - Township Hwy Nr 1; Somerset
-81.77417,39.53333,Big Bottom State Memorial Park - 2741 OH-266; Stockport
-81.14749,39.82833,Monroe Lake State Wildlife Area - Township Hwy 1001; Woodsfield
-82.17685,40.059689,Dillon State Wildlife Area - Nashport
-82.127068,40.022499,Dillon State Park - 5265 Dillon Hills Dr; Nashport
-80.99861,40.33583,Harrison County State Forest - 11 Township Rd 181; Bloomingdale
-80.613432,40.726653,Beaver Creek State Park - 12021 Echo Dell Rd; East Liverpool
-80.73965,40.331466,Fernwood State Forest - 455 Twp Rd 181; Mingo Junction
-80.535446,41.578163,Pymatuning State Park - 6100 Pymatuning Lake Rd; Andover
-81.24028,41.39889,Auburn Marsh Wildlife Area - Chagrin Falls
-80.97083,41.855658,Geneva State Park - 4499 Padanarum Rd; Geneva
-81.21389,41.45639,Punderson State Park - 11755 Kinsman Rd; Newbury Township
-82.20694,41.12693,Findley State Park - 25381 SR 58; Wellington
-81.65139,41.53417,Cleveland Lakefront State Park - 8701 Lakeshore Blvd NE; Cleveland
-81.28749,41.75833,Headlands Beach State Park - 8701 Lakeshore Blvd; Cleveland
-81.03888,41.32611,Nelson-Kennedy Ledges State Park - SR 282; Nelson Township
-81.373047,41.277734,Tinker Creek State Park - 10303 Aurora Hudson Rd; Streetsboro
-81.365208,41.012863,Wingfoot Lake State Park - 993 Goodyear Park Blvd; Mogadore
-81.10832,41.14306,West Branch State Park - 5708 Esworthy Rd; Ravenna
-81.55722,40.96917,Portage Lakes State Park - 5031 Manchester Rd; Akron
-80.79028,41.43417,Mosquito Creek State Wildlife Area - Cortland
-80.765123,41.305439,Mosquito Lake State Park - 1439 SR 305; Cortland
-80.970595,41.096884,Lake Milton State Park - 16801 Mahoning Ave; Lake Milton
-80.67722,40.74861,Beaver Creek State Forest - Middle Beaver Rd; Lisbon
-80.87944,40.80055,Guilford Lake State Park - 6835 E Lake Rd; Lisbon
-80.80583,40.46806,Jefferson Lake State Park - 6835 E Lake Rd; Lisbon
-89.25417,43.725,Grand River State Wildlife Area - 6686 Ohio 534; West Farmington
-81.45639,40.63694,Fort Laurens State Memorial - 11067 Fort Laurens Rd NW; Bolivar
-93.51056,38.31917,Leesville State Wildlife Management Area - Edgewood Rd SW; Carrollton
-81.3125,40.97861,Quail Hollow State Park - 13480 Congress Lake Ave; Hartville
-81.97611,40.69111,Killbuck Marsh State Wildlife Area - Valley Rd; Shreve
-82.296659,40.603791,Mohican State Park - 3116 SR 3; Loudonville
-82.40694,40.65444,Malabar Farm State Park - 4050 Bromfield Rd; Lucas
-82.31305,40.61056,Mohican State Forest - Pleasant Hill Lake Trl; Perrysville
-84.34444,39.80222,Sycamore State Park - 6301 Park Office Rd; College Corner
-84.74139,39.5725,Hueston Woods State Park - 6301 Park Office Rd; College Corner
-84.08667,39.48111,Caesar Creek Gorge State Nature Preserve - 4080 Corwin Rd; Oregonia
-84.31528,39.15778,Little Miami Scenic State Park - 8570 E SR 73; Waynesville
-84.015302,39.520788,Caesar Creek State Park - 8570 E SR 73; Waynesville
-84.1407,39.004525,East Fork State Park - 3294 Elklick Rd; Bethel
-83.40639,39.11305,Fort Hill State Memorial - 13614 Fort Hill Rd; Hillsboro
-83.4725,39.18639,Rocky Fork State Park 9800 N Shore Dr; Hillsboro
-83.64556,39.28833,Fallsville State Wildlife Area - New Vienna
-84.06361,39.21833,Stonelick State Park - 2895 Lake Dr; Pleasant Plain
-83.905,39.38889,Cowan State Park - 1750 Osborn Rd; Wilmington
-83.900379,39.381605,Cowan Lake State Park - 1750 Osborn Rd; Wilmington
-83.883667,39.388778,Little Miami State Park - 1750 Osborn Rd; Wilmington
-84.322358,39.149695,Kroger Hills State Reserve - US-50; Cincinnati
-83.82306,39.73944,Williamson Mound State Memorial - Cedarville
-83.96667,40.19111,Kiser Lake State Park - 889 OH-235; Conover
-84.65361,39.74056,Fort Saint Clair State Park - Eaton
-84.65639,40.02556,Fort Jefferson State Memorial - 121 Weaver-Fort Jefferson Rd; Greenville
-84.03667,39.68417,The Narrows State Scenic River Reserve - Scarborough Pl; Xenia
-83.90444,39.7625,Little Miami State Forest Preserve
-94.95889,38.50056,John Bryan State Park - 3790 SR 370; Yellow Springs
-83.37528,39.87417,Madison Lake State Reserve - 581 Olive Rd; Dayton
-83.72083,39.96777,Buck Creek State Park - 1901 Buck Creek La; Springfield
-82.955607,39.230037,Scioto Trail State Park - 144 Lake Rd; Chillicothe
-82.94083,39.2575,Scioto Trail State Forest - 1717 Moss Hollow Rd; Chillicothe
-82.90694,39.35833,Ross County Lake State Wildlife Area - 3333 Lick Run Rd; Chillicothe
-83.01806,39.35555,Adena State Memorial - 848 Adena Rd; Chillicothe
-82.94167,39.36943,Great Seal State Park - 635 Rocky Rd; Chillicothe
-83.221455,39.161986,Pike Lake State Park - 1847 Pike Lake Rd; Bainbridge
-83.01972,39.09749,Lake White State Park - 1847 Pike Lake Rd; Bainbridge
-83.37639,39.25417,Paint Creek State Park - 280 Taylor Rd; Bainbridge
-83.13333,38.88333,Brush Creek State Forest - Conley Rd; Lucasville
-82.51416,39.14528,Lake Alma State Reserve - 27331SR 278; McArthur
-82.35138,39.33332,Lake Hope State Park - 27331 SR 278; McArthur
-82.60138,38.89889,Jackson Lake State Reserve - 9006 OH-279; Oak Hill
-82.595479,38.893656,Jackson Lake State Park - 921 Tommy Been Rd; Oak Hill
-82.62555,38.69028,Dean State Forest - Texas Hollow Rd; Pedro
-83.21389,38.72083,Shawnee State Forest - 13291 US-52; West Portsmouth
-83.10889,38.6775,Shawnee State Park Marina - Portsmouth
-83.19833,38.73472,Shawnee State Park - 4404 State Route 125; Portsmouth
-82.60666,39.17389,Richland Furnace State Forest - Township Hwy 373; Wellston
-82.45611,39.0625,Buckeye Furnace State Memorial - Wellston
-82.51636,39.148201,Lake Alma State Park - 422 Lake Alma Rd; Wellston
-83.52667,38.81416,Adams Lake State Reserve - 14633 SR 41; West Union
-83.526403,38.814068,Adams Lake State Park - 4633 SR 41; West Union
-82.39917,39.25944,Zaleski State Forest - Ohio 278; Zaleski
-82.038151,39.354745,Strouds Run State Park - 11661 State Park Rd; Athens
-81.59389,39.27694,Howes State Park - Belpre
-82.03139,39.53443,Burr Oak State Park - 10220 Burr Oak Lodge Rd; Glouster
-82.29056,39.31111,Waterloo State Forest - Waterloo 
-81.77472,39.0025,Buffington Island State Memorial - Portland
-81.78778,39.10139,Forked Run State Park - 63300 SR 124; Reedsville
-84.33778,40.37222,Lake Loramie State Park - 4401 Ft. Loramie Swanders Rd; Minster
-84.438277,40.549335,Grand Lake St. Marys State Park - 834 Edgewater Dr; St. Marys
-83.638051,41.133253,Van Buren State Park - 12259 Township Rd 218; Van Buren
-97.24139,35.21111,Little River State Park - Norman
-97.241667,35.240089,Lake Thunderbird State Park - 13101 Alameda Dr; Norman
-98.46583,35.18361,Fort Cobb State Park - 27022 Copperhead Rd; Fort Cobb
-98.358886,35.456459,Red Rock Canyon State Park - 116 Red Rock Canyon Rd; Hinton
-97.580311,35.504873,Will Rogers State Park - Oklahoma City
-97.07528,34.08917,Lake Murray State Park - 13528 Scenic Hwy 77; Ardmore
-96.64222,33.99278,Lake Texoma State Park Airport - 11500 Park Office Rd; Kingston
-96.63972,33.99222,Lake Texoma State Park - 2038 Hwy 70 E; Kingston
-98.49139,34.72083,James Arthur Manning State Fish Hatchery - Lawton
-98.98389,34.77694,Great Plains State Park - 22487 E 1566 Rd; Mountain Park
-99.83333,35.04556,Sandy Sanders State Wildlife Management Area - Erick
-99.21944,35.56667,Foss State Park - 10252 Hwy 44; Foss
-99.30944,34.93556,Altus-Lugert State Wildlife Management Area - N Shore Rd; Lone Wolf
-99.27222,34.94167,Quartz Mountain State Park - 43393 Scissortail Rd; Lone Wolf
-98.18194,36.83861,Byron State Fish Hatchery - 71082 Jefferson Rd; Byron
-98.581716,36.362903,Gloss Mountain State Park - Hwy 412; Fairview
-98.14389,36.73944,Great Salt Plains State Park - 23280 S Spillway Dr; Jet
-98.42472,35.93639,Roman Nose State Park - 3236 S Hwy 8A; Watonga
-99.29861,36.45556,Bolling Springs State Park - 207745 Boiling Springs Rd; Woodward
-99.14611,36.69833,Alabaster Caverns State Park - Hwy 50 & Hwy 50-A; Freedom
-99.93167,36.06194,Ellis County State Wildlife Management Area - Ellis County
-98.881944,36.533056,Little Sahara State Park - 101 Main St; Waynoka
-102.882634,36.840594,Black Mesa Nature Preserve - CR 325; Kenton
-102.87972,36.84583,Black Mesa State Park - CR 325; Kenton
-96.31694,35.95832,Lake Heyburn State Park - 27349 Heyburn Lake Rd; Kellyville
-96.17944,36.74167,Osage Hills State Park - 2131 Osage Hills Park Rd; Pawhuska
-96.26778,36.14056,Keystone State Park - 1926 Hwy 151; Sand Springs
-94.90167,36.62666,Bernice State Park - Hwy 85A; Bernice
-94.666944,36.173611,Natural Falls State Park - Hwy 412 W; West Siloam Springs
-95.05056,36.48028,Cherokee Area at Grand Lake State Park - 13000 E 387 Rd; Disney
-95.013152,36.481527,Disney/Little Blue State Park - 232 Cliff Heights; Disney
-95.00278,36.49194,Little Blue Area - Hwy 28 E; Disney
-94.75583,36.80139,Twin Bridges State Park - 14801 OK-137; Fairland
-94.784036,36.575085,Honey Creek State Park - 901 State Park Rd; Grove
-94.805,36.35833,Lake Eucha State Park - 47757 US-59; Jay
-95.18,36.30139,Snowdale Area - 501 S 439; Salina
-95.06694,36.38583,Spavinaw Area - 555 S Main St; Spavinaw
-95.179685,35.621648,Greenleaf Lake State Park - 12022 Greenleaf Rd; Braggs
-95.624109,35.160838,Arrowhead Airport - 296 Outlook Dr; Canadian
-95.630085,35.163459,Arrowhead State Park - 3995 Main Park Rd; Canadian
-95.60639,35.40471,Fountainhead State Park - 111563 State Hwy 150; Checotah
-95.604501,35.40177,Lake Eufaula State Park - 111563 Hwy 150; Checotah
-95.250214,35.916431,Sequoyah State Park - 17131 Park 10; Hulbert
-95.251072,35.917877,Sequoyah/Western Hills State Park - 19808 Park 10; Hulbert
-96.068408,35.61244,Dripping Springs State Park - 16830 Dripping Springs Lake Rd; Okmulgee
-96.05944,35.60028,Okmulgee State Park - Okmulgee
-94.90861,35.75889,Cherokee Landing State Park - 28610 Park 20; Park Hill
-95.01278,35.66861,Burnt Cabin Ridge State Park - Tahlequah
-94.918311,36.144903,Rocky Ford State Park - Tahlequah
-95.272778,35.886944,Sequoyah Bay State Park - 6237 E 100th St N; Wagoner
-96.307794,34.319876,Boggy Depot State Park - 475 S Park La; Atoka
-95.861667,34.33,McGee Creek State Park - 5798 S McGee Creek Lake Rd; Atoka
-95.307212,34.539924,Clayton Lake State Park - 170591 US Hwy 271; Clayton
-94.95333,34.78417,Talimena State Park - 50884 Hwy 271; Talihina
-95.34111,35.00278,Robbers Cave State Park - Hwy 2 N; Wilburton
-94.74167,34.18472,Hochatown State Park - 4350 Hwy 259A; Broken Bow
-94.68972,34.13111,Beavers Bend State Park - 4350 S OK-259A; Broken Bow
-95.26583,33.99389,Raymond Gary State Park - HC 63; Fort Towson
-95.405078,34.026161,Hugo Lake State Park - Hwy 70 E; Hugo
-95.13833,34.23666,Pine Creek State Park - Ringold
-96.3725,35.02667,Holdenville State Fish Hatchery - 3733 OK-48; Holdenville
-94.57778,34.9,Runestone State Park - 18365 Runestone Rd; Heavener
-94.818041,35.541323,Brushy Lake State Park Hwy 17 Rte 3; Sallisaw
-94.625171,35.831202,Adair State Park - Hwy 51 & Hwy 59; Stilwell
-95.032733,35.604072,Tenkiller State Park - Hwy 100; Vian
-94.771063,34.918989,Lake Wister State Park - 25567 US Hwy 270; Wister
-94.77083,34.91888,Wister Lake State Park - 25567 US-270; Wister
-82.72607,46.57734,Mississagi Provincial Park - Hwy 639; Elliot Lake
-76.2094,45.48268,Fitzroy Provincial Park - 5201 Canon Smith Dr; Fitzroy Harbour
-74.45189,45.5579,Voyageur Provincial Park - 1313 Front Rd; Chute-_-Blondeau
-76.04125,44.49658,Charleston Lake Provincial Park - 148 Woodvale Rd; Lansdowne
-75.672,45.06,Rideau River Provincial Park - 680 Donnelly Dr; Kemptville
-77.2114,44.8971,Bon Echo Provincial Park - 16151 Ontario 41; Cloyne
-76.57468,44.82977,Silver Lake Provincial Park - 22726 ON-7; Maberly
-76.49599,44.5527,Frontenac Provincial Park - 6700 Salmon Lake Rd; Sydenham
-77.5708,45.6584,Bonnechere Provincial Park - 4024 Round Lake Rd; Killaloe
-77.843,46.179,Driftwood Provincial Park - 9520 Hwy 1; Stonecliffe
-78.88083,46.09019,Algonquin Provincial Park - Kiosk
-78.72107,45.5134,Algonquin Provincial Park - Tea Lake
-78.59538,45.56059,Algonquin Provincial Park - Canisbay Lake
-78.51369,45.57782,Algonquin Provincial Park - Mew Lake
-78.50235,45.5794,Algonquin Provincial Park - Lake of Two Rivers
-78.48645,46.02591,Algonquin Provincial Park - Brent
-78.44334,45.57189,Algonquin Provincial Park - Kearney Lake
-78.43863,45.56725,Algonquin Provincial Park - Pog Lake / Whitefish Lake
-78.40989,45.52647,Algonquin Provincial Park - Rock Lake
-78.40499,45.53837,Algonquin Provincial Park - Coon Lake
-77.7596,45.86797,Algonquin Provincial Park - Achray
-77.735,44.007,Presqu'ile Provincial Park - 328 Presqu'Ile Pkwy; Brighton
-77.52266,43.95105,North Beach Provincial Park - Day Use Only - 440 North Beach Rd; Consecon 
-77.26877,43.90181,Sandbanks Provincial Park - 3004 CR 12; Picton
-77.05607,44.03994,Lake on the Mountain Provincial Park - Day Use Only - 296 CR 7; Prince Edward
-78.07299,44.921,Silent Lake Provincial Park - 589 Silent Lake Park Rd; Bancroft
-77.788,44.293,Ferris Provincial Park - 474 County Rd 8; Campbellford
-78.257,44.2999,Mark S. Burnham Provincial Park - Day Use Only - 846 Hwy 7; Peterborough 
-78.024,45.322,Lake St. Peter Provincial Park - 356 Lake St Peter Rd; Lake Saint Peter
-78.53286,44.34053,Emily Provincial Park - 797 Emily Park Rd; Omemee
-78.034,44.5973,Petroglyphs Provincial Park - Day Use Only - 2249 Northeys Bay Rd; Woodview
-78.994658,44.810125,Queen Elizabeth II Wildlands Provincial Park - 2238 Kawartha Lakes County Rd 48; Kirkfield
-78.864,44.642,Balsam Lake Provincial Park - 2238 Kawartha Lakes CR 48; Kirkfield
-76.238,44.7819,Murphys Point Provincial Park - 2243 Elm Grove Rd; Perth
-79.32557,44.32216,Sibbald Point Provincial Park - 26071 Park Rd; Jacksons Point
-79.31999,44.569,McRae Point Provincial Park - 4366 McRae Park Rd; Longford Mills
-79.349,44.589,Mara Provincial Park - 181 Courtland St; Longford Mills
-79.7335,44.8195,Six Mile Lake Provincial Park - 2024 Joe King's Rd; Port Severn
-79.7485,44.4435,Springwater Provincial Park - Day Use Only - 1331 Rte 26; Midhurst
-80.32828,43.9531,Summer Place Trailer Resort - CR 5; Grand Valley
-80.00326,43.48379,Milton RV Park - 9301 2 Line; Milton
-80.02057,43.36231,Gulliver's Lake Park - 792 Safari Rd; Millgrove
-80.05135,43.3026,Olympia Village Trailer Park - 1161 Concession 4 W; Waterdown
-79.37506,43.15198,Jordan Valley Campground - 3902 Twenty-First St; Lincoln
-79.90495,43.37902,Lost Forest Park - 933 Milburough Town Line; Waterdown
-79.30339,43.06237,Bissell's Hideaway Water Park & RV Resort - 205 Metler Rd; Ridgeville
-79.00471,42.88541,Windmill Point Park - 2409 Dominion Rd; Ridgeway
-78.7783,43.87548,Darlington Provincial Park - 1600 Darlington Park Rd; Bowmanville
-79.33329,43.13683,Big Valley - 2211 King St; St. Catharines
-79.35819,43.13022,Shangri-La Niagara - 17th St Lincoln; St. Catharines
-79.47499,44.602,Bass Lake Provincial Park - 1068 15 Line N; Orillia
-79.76783,43.41049,Bronte Creek Provincial Park - Day Use area - 1219 Burloak Dr; Oakville
-79.76573,43.41788,Bronte Creek Provincial Park - Campground area - 1219 Burloak Dr; Oakville
-79.93659,43.52274,Milton Heights Campground - 8690 Tremaine Rd; Milton
-80.00584,44.84371,Awenda Provincial Park - 670 Awenda Park Rd; Tiny
-79.898,44.15,Earl Rowe Provincial Park - 4998 Concession Rd 7; Alliston
-80.13807,44.08767,Primrose Park - 635687 Hwy 10; Mono
-80.367,44.535,Craigleith Provincial Park - 209403 ON-26; The Blue Mountains
-80.034,44.511,Wasaga Beach Provincial Park - Day Use Only - 11-22nd St N; Wasaga Beach
-79.86633,42.96703,Grand Oaks Park - 107 Haldimand County Hwy 54; Cayuga
-79.52019,42.85709,Lighthouse RV Resort - 1980 Regional Road 3 E; Dunnnville Npa 289
-79.961,42.824,Selkirk Provincial Park - 51 Wheelers Sideroad; Selkirk
-80.38933,43.28091,Hillside Lake Park - 673 Brant-Waterloo Rd; Ayr
-80.34201,43.77699,Highland Pines Campground - 8523 Wellington 19; Belwood
-80.11159,43.31979,Pine Valley Park - 955 Valens Rd; Branchton
-80.56094,43.38324,Country Gardens RV Park - 1335 Witmer Rd; Petersburg
-80.07772,43.38959,Flamboro Valley Camping Resort - 1158 97; Puslinch
-80.12644,43.41038,Emerald Lake Inc. Trailer Resort & Water Park - 7248 Gore Rd; Puslinch
-80.60662,43.45093,Alpine Country Trailer Park - 1174 Wilby Rd; St. Agatha
-80.33534,42.95574,Lyons Little Austria - 137 6th Concession; Burford
-80.306,42.565,Long Point Provincial Park - 350 Erie Blvd; Port Rowan
-80.49066,42.63343,Trillium Court Trailer Park - 1532 Hwy 59; Port Rowan
-80.4655,42.61746,Stark's Golf Course & Trailer Park - 60 Dedrick Rd; Port Rowan
-80.40239,42.65919,Booth's Harbour Development - 70 Bluewater Ave; St Williams
-80.41823,42.67162,Woodland RV Park - 266 Townline St; St Williams
-80.40687,42.65682,Inner Bay Marina - 1 Townline St; St Williams
-80.39679,42.66587,Fin & Feather Marina - 1102 Front Rd; St Williams
-80.36179,43.02796,Willow Lake Park - 14 Willow Lake; Scotland
-80.33315,42.694,Turkey Point Provincial Park - 194 Turkey Point Rd; Turkey Point
-80.32299,42.7106,Hidden Valley Park - 61 Mole Side Rd; Vittoria
-80.33837,42.67067,MacDonald Turkey Point Marina - 92 Clubhouse Rd; Vittoria
-81.58,44.298,Inverhuron Provincial Park - 19 Jordon Rd; Kincardine
-81.452,44.415,MacGregor Point Provincial Park - 1593 Bruce Rd 33; Port Elgin
-81.26434,44.63419,Woodland Park - 47 Sauble Falls Pkwy; Sauble Beach
-81.25735,44.67317,Sauble Falls Provincial Park - 1400 Sauble Falls Rd; Wiarton
-81.00876,44.70361,Bass Lake Park - 179629 Grey Rd 17; Wiarton
-80.80824,42.65,Big Otter Marina & Campground - 3 Pitt St; Port Burwell
-81.444,42.617,John E. Pearce Provincial Park - Day Use Only - Port Burwell
-80.816,42.646,Port Burwell Provincial Park - 6 Addison St; Port Burwell
-81.18771,43.57255,Woodland Lake RV Resort - 6710 46 Line; Bornholm
-81.70558,43.58814,Bluewater Golf Course & Campground - 77416 Bluewater Hwy; Bayfield
-81.797,43.268,The Pinery Provincial Park - 9526 Lakeshore Rd; Grand Bend
-81.843,42.323,Rondeau Provincial Park - 8050 Rondeau Park Rd; Morpeth
-82.4488,42.098,Wheatley Provincial Park - 21116 Klondyke Rd; Wheatley
-79.58517,42.87099,Maitland Shores Limited - 659 Port Maitland Rd; Dunnville
-79.51961,42.85711,Century Beach Park - 2057 Lakeshore Rd; Dunnville
-79.552,42.854,Rock Point Provincial Park - 215 Niece Rd; Dunnville
-80.21252,43.335951,John Bayus Park - 1429 Sheffield Rd; Cambridge
-80.44352,43.47378,Bingemans Camping Resort - 425 Bingemans Centre Dr; Kitchener
-80.58971,43.485545,Green Acre Park 580 Beaver Creek Rd; Waterloo
-81.63855,44.18012,Bluewater Trailer Park - 847 Saugeen St; Kincardine
-80.64436,43.35182,Holiday Beach Family RV Park - 1652 Puddicombe Rd; New Hamburg
-81.027,42.664,Port Bruce Provincial Park - Day Use Only - 3360 Imperial Rd; Aylmer
-81.7,43.804,Point Farms Provincial Park - 82491 Bluewater Hwy; Goderich
-79.512,45.82,Mikisew Provincial Park - 301 Park Rd S; South River
-80.5599,45.9122,Grundy Lake Provincial Park - 20400 Hwy 522; Britt
-80.21169,45.356,Killbear Provincial Park - 35 Killbear Park Rd; Killbear Park
-80.413,45.623,Sturgeon Bay Provincial Park - 203 Hwy 529; Pointe au Baril
-79.807,46.729,Marten River Provincial Park - 2860 ON-11; Marten River
-78.85429,46.284,Samuel de Champlain Provincial Park - 6905 Hwy 17; Mattawa
-92.11963,49.9929,Ojibway Provincial Park - 24 Finlayson Park Rd; Temagami
-80.68917,47.19024,Solace Provincial Park - 24 Finlayson Park Rd; Temagami
-80.50792,46.93259,Sturgeon River Provincial Park - 24 Finlayson Park Rd; Temagami
-80.2646,47.22982,Obabika River Provincial Park - 24 Finlayson Park Rd; Temagami
-80.49487,47.36988,Lady Evelyn-Smoothwater Provincial Park - 24 Finlayson Park Rd; Temagami
